#SMILES,glaxo_unsuitable_leads,glaxo_unsuitable_natprod,glaxo_reactive,ursu_reactive,alarmnmr,lint_blake-v2,oprea_filters,MLSMR_excluded,MLSMR_allowed,toxic,pains,passes,fails,passrate,failrate
CC1CN(CC(C)O1)c1ccc(NC(=O)c2ccsc2)cc1C(=O)N1CCN(Cc2ccc(cc2)C(C)(C)C)CC1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
CCN(CC)S(=O)(=O)c1ccc(cc1)C(=O)Oc1ccccc1N(Cc1ccc(OC)cc1)C1=NS(=O)(=O)c2ccccc12,1,1,1,1,0,1,0,0,1,1,0,7,4,63.64,36.36
CCOc1cc(cc(OCC)c1OCC)C(=O)Nc1ccc2nc(cc(C)c2c1)N1CCN(C)CC1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
COc1cc(cc(OC)c1OC)C(=O)N1CCOC(CCN2CCC[C@H]2C(=O)Nc2ccccc2)(C1)c1ccc(Cl)c(Cl)c1,1,1,1,1,0,1,1,1,1,1,0,9,2,81.82,18.18
OC(=O)C(F)(F)F.CC(C)CNC(=O)c1cncc(c1)-c1cccc(CNC2Cc3ccccc3C2)c1,1,1,1,0,1,0,0,0,1,1,0,6,5,54.55,45.45
Cl.C(CCCNc1ccnc2ccccc12)CCNc1ccnc2ccccc12,1,1,1,1,1,0,0,0,1,1,1,8,3,72.73,27.27
Cc1cc(Nc2cccc(c2)C(F)(F)F)nc2ccc(NC(=O)c3ccc(=O)[nH]c3)cc12,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
CCCOc1ccc(cc1NC(=O)c1nc2nc(C)cc(C)n2n1)C(F)(F)F,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
OC(=O)C1CCC(CNC(=O)c2ccc(\C=C\C(=O)N3CCc4ccccc4C3c3ccc4OCOc4c3)cc2)CC1,1,1,1,0,0,0,1,0,1,0,1,6,5,54.55,45.45
CN(C)CCOc1cc(NC(=O)Nc2ccc(Cl)cc2C(F)(F)F)ccc1I,1,1,1,1,0,0,1,1,0,1,0,7,4,63.64,36.36
O=S(=O)(Nc1cccc(CCN2CCC(CC2)N2CCCCC2)c1)c1ccc(Oc2ccccc2)nc1,1,1,1,1,0,1,1,0,1,1,0,8,3,72.73,27.27
Fc1cccc(Cn2ncc3cc(Nc4ncnc5cc(sc45)C#C[C@@H]4C[C@@H](CN4)OC(=O)N4CCCC4)ccc23)c1,1,1,1,1,0,0,1,1,1,1,1,9,2,81.82,18.18
FC(F)(F)c1ccc(NC(=O)NC2CCN(CCCCCNC(=O)\C=C\c3ccc(Cl)c(Cl)c3)CC2)cc1,1,1,1,0,0,0,1,0,1,0,1,6,5,54.55,45.45
Cl.CC[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1cc(nc2ccc(OC)cc12)-c1ccccc1C,1,1,1,1,0,1,0,1,1,1,0,8,3,72.73,27.27
COc1cc2C(=O)OC(CC=C)c2c(OC)c1,1,1,1,1,0,0,1,0,1,1,1,8,3,72.73,27.27
OC(=O)C(F)(F)F.COc1cccc(CN2CCCN(Cc3cccc(NC(=O)c4cc5ccccc5s4)c3)CC2)c1,1,1,1,0,0,0,0,0,1,1,0,5,6,45.45,54.55
Cc1nc(C)c(c(O)c1Br)-c1ccc(Oc2ccc(Cl)cc2)c(Cl)c1,1,1,1,1,0,0,1,1,1,1,1,9,2,81.82,18.18
OC(=O)C(F)(F)F.OCCN1CCN(Cc2ccc(cc2)-c2ccc(cc2)-c2nc3ccccc3[nH]2)CC1,1,1,1,0,1,0,0,0,1,1,0,6,5,54.55,45.45
CC(C)(C(=O)Nc1ccc(C2CCC(CC2)NCC2CC2)c(Cl)c1)c1cccc(OC(F)F)c1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
Cl.CC(C)(C)CC(C)(C)c1ccc(O)c(CNC2CCCCC2)c1,1,1,1,1,0,1,0,1,1,1,1,9,2,81.82,18.18
OC=O.CC1CN(CC(C)N1)c1ncc(cn1)-c1ccc(CNC2Cc3ccccc3C2)cc1,1,1,1,0,0,0,0,1,1,1,0,6,5,54.55,45.45
Fc1cc(Cl)ccc1Nc1ccnc2cc(ccc12)-c1ccc(CN2CCCCC2)o1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
COc1cc(ccc1-c1cc2cc(Cl)c(Cl)cc2[nH]1)C(=O)NCCCN1CCN(CC1)c1cccc(Cl)c1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
Br.CC1(C)N=C(N)N=C(N)N1OCc1cccc(c1)C#N,1,1,1,1,1,0,0,0,1,1,1,8,3,72.73,27.27
Cc1ccc(C)c(NC(=O)Nc2ccc(C)c(c2)-c2ccc(cc2)C(=O)Nc2ccncc2)c1,1,1,1,1,1,1,1,1,1,1,1,11,0,100,0
CN(C1CCN(CCCCCNC(=O)\C=C\c2ccc(Cl)c(Cl)c2)CC1)C(=O)C(C)(C)Oc1ccc(Cl)cc1,1,1,1,0,0,0,1,0,1,0,0,5,6,45.45,54.55
COc1cc(OC)cc(c1)C(=O)Nc1nc(cs1)-c1ccccn1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
O[C@H]([C@@H](O)C(O)=O)C(O)=O.CC(C)N1CCC(CC1)N(Cc1ccc(cc1)-c1ccc(Cl)cc1)C(=O)Cn1c(CCc2cccc(F)c2F)cc(=O)c2ccccc12,1,1,1,1,1,0,0,1,1,1,0,8,3,72.73,27.27
CN(C)Cc1ccc(o1)-c1ccc2c(Nc3ccc(Oc4ccccn4)cc3)ccnc2c1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
NC(=O)c1ccsc1NC(=O)CNC(c1ccccc1)c1ccc(Cl)cc1,1,1,1,1,0,1,1,1,1,1,0,9,2,81.82,18.18
CC(C)(C)C1CCc2onc(C(=O)Nc3cc(Cl)ccc3O)c2C1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
Cc1cc(NC(=O)Nc2ccc(Oc3ccccc3)cc2)c2ccccc2n1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
OC=O.CCC(CN1C(N)=NC(C1=O)(c1ccccc1)c1ccccc1)c1ccccc1,1,1,1,0,1,0,0,0,1,1,0,6,5,54.55,45.45
OC=O.CCNc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC(C)(C)CCCC(C)C)N1CCCCS1(=O)=O,1,1,1,0,0,0,0,0,1,0,0,4,7,36.36,63.64
Cc1nc(C)c(-c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)c(OC(=O)c2ccccc2)c1Cl,1,1,1,1,0,0,0,0,1,1,1,7,4,63.64,36.36
Cl.CN1CCN(CC1)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)ccc1Cl,1,1,1,1,0,0,0,1,1,1,0,7,4,63.64,36.36
CCOc1ccc(cc1)-n1nc2c(Cl)nnc(-c3ccccc3)c2c1-c1ccccc1,1,1,1,1,0,1,1,0,1,1,1,9,2,81.82,18.18
COC(=O)CCn1c(nc2ccccc12)C1CCN(CC2CCC(CC2)NC(=O)\C=C\c2ccc(Cl)c(Cl)c2)CC1,1,1,1,0,0,0,1,0,1,0,1,6,5,54.55,45.45
CCCCCc1cc(O)c2C(CC(C)(C)Oc2c1)C1=CCN(Cc2ccccc2)CC1,1,1,1,1,1,1,1,1,1,1,1,11,0,100,0
Clc1ccc(\C=C\C(=O)NC2CCC(CN3CCC(CC3)c3nc4ccccc4s3)CC2)cc1Cl,1,1,1,0,0,0,1,0,1,0,1,6,5,54.55,45.45
OC(=O)C(F)(F)F.CCCNCc1ccc(nc1)-c1ccc(CN(CC2CCCO2)C(=O)COc2ccccc2Cl)cc1,1,1,1,0,0,0,0,0,1,1,0,5,6,45.45,54.55
Cl.NC(=O)c1sc(cc1OCc1ccccc1C(F)(F)F)-n1cnc2ccc(OCC3CCNCC3)cc12,1,1,1,1,0,0,0,1,1,1,1,8,3,72.73,27.27
OC(=O)C(F)(F)F.COc1cc(NCCCNCC2c3ccccc3Oc3ccccc23)nc2ccccc12,1,1,1,0,0,0,0,0,1,1,0,5,6,45.45,54.55
Cl.Cc1cccc2sc(nc12)N(CCCn1ccnc1)C(=O)C=Cc1cccs1,1,1,1,0,0,0,0,0,1,0,1,5,6,45.45,54.55
Fc1ccc(cc1)-c1[nH]c2ccccc2c1C1CCN(CCCCC23CCCc4cccc(NC2=O)c34)CC1,1,1,1,1,1,1,1,1,1,1,1,11,0,100,0
COc1nc(NCC(C)C)nc(Oc2ccc(=O)n(Cc3ccccc3)n2)n1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
CN(C)c1ccc(C=C2SC(=Nc3ccccc3)N(C2=O)c2ccccc2)cc1N(=O)=O,1,1,1,1,0,0,1,0,1,0,1,7,4,63.64,36.36
Cc1cc(=O)c2cc(Oc3cccc(OC(F)(F)F)c3)ccc2[nH]1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
COc1cccc2c(Nc3ccccc3C)nc(Nc3ccccc3C)nc12,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
Cc1cc(C2CCN(CCCCNC(=O)c3ccc(cc3)-c3ccc(cc3)C(F)(F)F)CC2)c(C)cc1OCC(N)=O,1,1,1,1,0,1,1,0,1,1,0,8,3,72.73,27.27
OC(=O)C(F)(F)F.CC(C)c1sc(nc1C(=O)Nc1ccc(F)cc1C(F)(F)F)N1CCC(C)CC1,1,1,1,0,0,0,0,0,1,1,0,5,6,45.45,54.55
Cl.CN(C)CCOc1cc(NC(=O)Nc2ccc(Br)c(C)c2)ccc1I,1,1,1,1,0,0,0,1,0,1,0,6,5,54.55,45.45
COc1ccc2nccc(NN=Cc3cccc(c3)N(=O)=O)c2c1,1,1,1,1,0,0,1,1,1,1,1,9,2,81.82,18.18
COc1ccc2nccc(CCC3(O)CCC(CC3)NCc3cc4NC(=O)CSc4cc3F)c2c1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
COc1ccccc1C1CCN(CC1)C1CCC(CC1)NC(=O)c1ccc2[nH]c(nc2c1)-c1ccc(C)cc1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
OC(=O)C(F)(F)F.CC(C)C[C@H](Nc1ccc(C#N)c2ccccc12)C(=O)Nc1ccc(F)c(C)c1,1,1,1,0,0,0,0,0,1,0,0,4,7,36.36,63.64
Cc1cc(ccc1N(=O)=O)C(=O)Nc1ccc(cc1)-c1nc2ccccc2[nH]1,1,1,1,1,0,0,1,1,1,1,1,9,2,81.82,18.18
Cc1nc(N)nc(N)c1-c1ccc(Br)cc1,1,1,1,1,0,0,1,1,1,1,1,9,2,81.82,18.18
O[C@H]([C@@H](O)C(O)=O)C(O)=O.CCN(CC)CCN(CCCc1ccc(cc1)-c1ccc(cc1)C(F)(F)F)C(=O)Cn1c2CCCc2c(=O)nc1CCc1cccc(F)c1F,1,1,1,1,1,0,0,0,1,0,0,6,5,54.55,45.45
Cl.CCc1ccc(C2CCN(CCCCNC(=O)c3ccc(cc3)-c3ccc(cc3)C(F)(F)F)CC2)c(OCCO)c1,1,1,1,1,0,0,0,0,1,1,0,6,5,54.55,45.45
CCCN1CCN(CC1)c1cc(NCC)c2C(=O)c3ccccc3-c3onc1c23,1,1,1,1,0,1,1,0,1,0,1,8,3,72.73,27.27
NC(=O)COc1c2CCCCc2ccc1C1CCN(CCN2CCC(CNC(=O)c3ccc(cc3)-c3ccc(cc3)C(F)(F)F)CC2)CC1,1,1,1,1,1,1,1,1,1,1,0,10,1,90.91,9.09
OC(=O)C(F)(F)F.Fc1ccc2[nH]c(nc2c1)-c1ccc(s1)-c1ccc(CN2CCN(CC2)c2cnccn2)cc1,1,1,1,0,0,0,0,0,1,1,0,5,6,45.45,54.55
COc1ccc(C2CCN(CCCNC(=O)c3ccc(NC(=O)c4ccc(Cl)cc4)cc3)CC2)c(OC)c1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
OC(=O)C(F)(F)F.OC1CCCN(Cc2cccc(c2)-c2ccc(cc2)-c2nc3cc(ccc3[nH]2)C(F)(F)F)C1,1,1,1,0,1,0,0,0,1,1,0,6,5,54.55,45.45
OC=O.CCCc1cn2CCS(=O)(=O)N(CC)c3cc(cc1c23)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC1CCOCC1,1,1,1,0,0,0,0,0,1,1,0,5,6,45.45,54.55
Cl.Cc1nc(N)nc(N)c1OCCCOc1ccccc1Br,1,1,1,1,0,0,0,1,1,1,1,8,3,72.73,27.27
COc1ccc2nccc([C@@H](O)CN3CCC(CC3)NC(=O)\C=C\c3cc(ccc3OC)N(=O)=O)c2c1,1,1,1,0,0,0,1,0,1,0,0,5,6,45.45,54.55
CCN(CC)CCNC(=O)c1ccc(NC(=O)c2oc3c(Cl)cccc3c2C)cc1,1,1,1,1,1,1,1,0,1,0,0,8,3,72.73,27.27
OC(=O)C(F)(F)F.FC(F)(F)c1cccc(CNCC2CCN(CC3CCCCC3)CC2)c1,1,1,1,0,1,0,0,0,1,1,0,6,5,54.55,45.45
OC(=O)C(F)(F)F.Clc1cccc(CN2CCCN(Cc3cccc(NC(=O)c4ccc(cc4)-c4ccccc4)c3)CC2)c1,1,1,1,0,1,0,0,0,1,1,0,6,5,54.55,45.45
Cc1ccc(CN2CCC(CC2)C(=O)Nc2ccc(cc2)-c2cc3ccccc3[nH]2)o1,1,1,1,1,1,1,1,1,1,1,1,11,0,100,0
CCOc1cc(C)ccc1N(C1CCN(CCCCNC(=O)c2ccc(cc2)-c2ccc(cc2)C(F)(F)F)CC1)S(=O)(=O)c1ccccc1,1,1,1,1,0,1,1,0,1,1,0,8,3,72.73,27.27
Cl.Nc1c(sc2ccccc12)C(=O)NCCCCN1CCN(CC1)c1nsc2ccccc12,1,1,1,1,0,0,0,0,1,1,1,7,4,63.64,36.36
Cl.Cc1ccc(OC2CCN(CCCCC3(C)C(=O)Nc4ccccc34)CC2)cc1,1,1,1,1,0,1,0,0,1,1,1,8,3,72.73,27.27
CC[C@H](C)[C@H](N1CC[C@H](NS(=O)(=O)CC(C)(C)c2ccc(Cl)cc2)C1=O)C(=O)N1CCOCC1,1,1,1,1,0,1,1,0,1,1,0,8,3,72.73,27.27
OC(=O)C(F)(F)F.CCCCCCN1CCCN(Cc2ccc(cc2)C(=O)Nc2ccc(cc2)C(C)(C)C)CC1,1,1,1,0,1,0,0,0,1,1,0,6,5,54.55,45.45
OC(=O)C(F)(F)F.FC(F)(F)c1cccc(c1)-c1ccc(s1)C(=O)NC1CCN(Cc2ccsc2)CC1,1,1,1,0,0,0,0,0,1,1,0,5,6,45.45,54.55
OC(=O)C(F)(F)F.Cn1nccc1C(=O)NCCNCc1ccc(cc1)-c1ccc(s1)-c1nc2cc(ccc2[nH]1)C(F)(F)F,1,1,1,0,0,0,0,0,1,0,0,4,7,36.36,63.64
OC(=O)C(F)(F)F.CN1CCCN(Cc2ccc(cc2)-c2cccc(NC(=O)c3ccc(F)cc3)c2)CC1,1,1,1,0,1,0,0,0,1,1,0,6,5,54.55,45.45
CC(CN(C)C)C(=O)Nc1ccc(cc1)-c1cccc(c1)-c1nc2cc(ccc2[nH]1)C(F)(F)F,1,1,1,1,1,1,1,1,1,0,1,10,1,90.91,9.09
Cl.CCOc1c(Br)cc(C)cc1CNCCCNc1nc2ccccc2[nH]1,1,1,1,1,0,0,0,0,1,1,1,7,4,63.64,36.36
O=C(CSc1nn(-c2ccccc2)c(=S)s1)c1c[nH]c2ccccc12,1,1,1,1,0,1,1,0,1,1,0,8,3,72.73,27.27
Cl.COCCSc1ccc(CC(C)NCC(O)c2cccc(Cl)c2)cc1,1,1,1,1,0,1,0,1,1,1,0,8,3,72.73,27.27
OC(=O)C(F)(F)F.FC(F)(F)Oc1ccc(NC(=O)NC2CCN(C2)c2ccnc3ccccc23)cc1,1,1,1,0,0,0,0,0,1,1,0,5,6,45.45,54.55
OC(=O)C(O)=O.COc1ccc2nccc([C@@H](O)CN3CCC(CC3)NS(=O)(=O)c3cc4NC(=O)CSc4cc3Cl)c2c1,1,1,1,0,0,0,0,0,1,0,0,4,7,36.36,63.64
COc1ccc2nccc([C@@H](O)CN3CCC(CC3)NC(=O)C(N3CCN(CC3)c3ccccc3OC)c3cc4ccccc4s3)c2c1,1,1,1,1,0,1,1,1,1,1,0,9,2,81.82,18.18
CC(C)[C@H](NC(=O)c1ccc(O)c(c1)-c1ccc(Cl)c(Cl)c1)C(=O)NC1CCCCCC1,1,1,1,1,0,1,1,0,1,1,0,8,3,72.73,27.27
Cc1cc2nc([nH]c2cc1C)-c1ccc(OCC(=O)NCc2cccc(c2)C(F)(F)F)cc1,1,1,1,1,0,1,1,1,1,1,0,9,2,81.82,18.18
Cl.CC1CNC(=N1)c1cccc(NC(=O)Nc2cccc(c2)C2=NC(C)CN2)c1,1,1,1,1,1,1,0,1,1,1,1,10,1,90.91,9.09
FC(F)(F)c1ccccc1CN(CCOc1ccc(Cl)cc1)c1ccc(C#N)c(c1)C(F)(F)F,1,1,1,1,0,0,1,1,1,0,0,7,4,63.64,36.36
OC(=O)C(F)(F)F.CC(C)Oc1cccc(c1)-c1ccc(s1)C(=O)NC1CCN(Cc2ccc(NC(C)=O)cc2)CC1,1,1,1,0,0,0,0,0,1,1,0,5,6,45.45,54.55
COc1ccc(Cl)cc1S(=O)(=O)Nc1cccc(CCN2CCC(CC2)N2CCCCC2)c1,1,1,1,1,0,1,1,0,1,1,0,8,3,72.73,27.27
OC(CNc1ccnc(Nc2ccccc2)n1)c1ccc(cc1)C(F)(F)F,1,1,1,1,0,1,1,1,1,1,0,9,2,81.82,18.18
OC(=O)C(F)(F)F.CN(C)CCN(C)Cc1ccc(cc1)-c1cccc(NC(=O)c2ccc(Cl)cc2)c1,1,1,1,0,1,0,0,0,1,0,0,5,6,45.45,54.55
CCC(C)NS(=O)(=O)c1ccc2nc(Nc3ccc(C)c(Cl)c3)n(C(C)C(C)C)c2c1,1,1,1,1,0,1,1,0,1,1,0,8,3,72.73,27.27
COc1ccccc1N1CCN(Cc2c(C)c(C)sc2NC(C)=O)CC1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
Brc1ccc(C=CC(=O)NC2CCC(CN3CCC(CC3)c3c[nH]c4ccccc34)CC2)cc1,1,1,1,0,0,0,1,0,1,0,1,6,5,54.55,45.45
OC(=O)C(F)(F)F.CCCC(C)Nc1nc(C)cc(N[C@@H](CC(C)C)C(=O)NCCc2ccccc2)n1,1,1,1,0,0,0,0,0,1,1,0,5,6,45.45,54.55
Cc1c([nH]c2nc(N)nc(N)c12)-c1cccc(Br)c1,1,1,1,1,0,0,1,1,1,1,1,9,2,81.82,18.18
Cl.NC(=N)NN=Cc1cc2ccccc2c2ccccc12,1,1,1,0,0,0,0,0,1,0,0,4,7,36.36,63.64
COc1cc(Nc2nccc(n2)N2CCC(C2)NC(=O)Nc2ccc3OCOc3c2)cc(OC)c1OC,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
NC(=O)c1ccccc1OCC(=O)Nc1ccc(cc1)-c1cccc(c1)-c1nc2cc(ccc2[nH]1)C(F)(F)F,1,1,1,1,0,1,1,1,1,0,0,8,3,72.73,27.27
CCC(=O)N(C1CCN(CCC2(CN(CCO2)C(=O)Nc2cccc(c2)C(F)(F)F)c2ccc(Cl)c(Cl)c2)CC1)c1ccccc1,1,1,1,1,1,0,1,1,1,1,1,10,1,90.91,9.09
O=C(Nc1ccccc1)N1CCC(CN2CCOC(C2)(c2ccccc2)c2ccccc2)CC1,1,1,1,1,1,1,1,1,1,1,1,11,0,100,0
OC(=O)C(F)(F)F.COc1cc2nc(nc(N)c2cc1OC)N1CCC(CNC(=O)c2ccc(OC(F)(F)F)cc2)CC1,1,1,1,0,0,0,0,0,1,1,0,5,6,45.45,54.55
CC(C)CCNC(=O)C1Cc2c([nH]c3ccc(Br)cc23)C2(CCN(Cc3ccccc3)CC2)N1,1,1,1,1,0,0,1,0,1,1,0,7,4,63.64,36.36
CCOc1ccc(CCC(O)=O)cc1OCC,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
Fc1ccc(NC(=O)NC2CCN(CCCCCNC(=O)C3CC3c3ccc(Cl)c(Cl)c3)CC2)cc1,1,1,1,1,1,1,1,0,1,1,1,10,1,90.91,9.09
Cc1cc(CNC(=O)c2ccc(cc2)-c2ccc(s2)-c2nc3cc(ccc3[nH]2)C(F)(F)F)on1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
Cc1cc(CNCC(CCNc2cc(=O)c3ccccc3[nH]2)NCc2cc(Br)cc(Br)c2)oc1C,1,1,1,1,0,0,1,0,1,0,0,6,5,54.55,45.45
CCOC(=O)N(C)\N=C\[C@H](CCc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)c1cc2cccc(OC)c2o1,1,1,0,1,0,0,1,0,1,1,0,6,5,54.55,45.45
CCCN(CCC)CCOc1ccc(cc1)C(O)(C#CC(O)(c1ccc(OCCN(CCC)CCC)cc1)c1cccc(Cl)c1)c1cccc(Cl)c1,1,1,1,1,0,1,1,0,1,0,0,7,4,63.64,36.36
Clc1ccc2OCCN(c3ccc(s3)C(=O)NC3CC3)c2c1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
C[C@@H](NC(=O)c1nn(-c2ccc(Cl)cc2)c(=O)c2ccccc12)C(C)(C)C,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
CCCCCC(C)c1cc(O)c2C(=CC(C)(C)Oc2c1)C1=CCN(Cc2ccccc2)CC1,1,1,1,1,1,1,1,0,1,1,1,10,1,90.91,9.09
CCOCCCn1c2nc3c(C)cccn3c(=O)c2cc(C(=O)NCc2ccc(F)cc2)c1=N,1,1,1,1,1,0,1,0,1,1,1,9,2,81.82,18.18
Cl.COc1ccc(cc1)N1CCN(CC1C)c1nc(N)c2cc(OC)c(OC)cc2n1,1,1,1,1,0,0,0,1,1,1,1,8,3,72.73,27.27
OC(=O)C(F)(F)F.C(Cc1ccncc1)NCc1cccc(c1)-c1csc(c1)-c1nc2ccccc2[nH]1,1,1,1,0,0,0,0,0,1,1,0,5,6,45.45,54.55
OC(=O)C(F)(F)F.CN(CCN(C)c1nc(-c2ccc(F)cc2C)c2ccc(=O)n(-c3c(F)cccc3F)c2n1)C(=O)N(C)c1ccccc1,1,1,1,0,0,0,0,0,1,0,0,4,7,36.36,63.64
OC(=O)C(F)(F)F.O=C(Nc1cccc(CN2CCCN(Cc3ncc[nH]3)CC2)c1)c1cc2ccccc2s1,1,1,1,0,0,0,0,0,1,1,0,5,6,45.45,54.55
Clc1ccc(C=CC(=O)NCCCCCN2CCCC(CCCNC(=O)c3cccs3)C2)cc1Cl,1,1,1,0,0,0,1,0,1,0,1,6,5,54.55,45.45
COc1ccc(Cc2c(C)c3c(N)nc(N)nc3nc2Cl)c(OC)c1OC,1,1,1,0,0,0,1,0,1,0,1,6,5,54.55,45.45
COc1cc(O)c2c(oc(c(OC)c2=O)-c2cccc(Cl)c2OCC(O)=O)c1OC,1,1,1,1,0,1,1,1,1,1,0,9,2,81.82,18.18
Cc1ccc(NC(=O)c2cn(nc2-c2ccc(F)cc2)-c2ccccc2)cc1N(=O)=O,1,1,1,1,0,0,1,1,1,1,1,9,2,81.82,18.18
FC(F)(F)c1ccccc1CN(CCOc1ccc(cc1)C#N)c1ccc(C#N)c(c1)C(F)(F)F,1,1,1,1,0,0,1,1,1,0,0,7,4,63.64,36.36
Cn1nc(-c2ccc(CNC3CCc4ccccc34)cc2)c2cnc(NCCN3CCCC3)nc12,1,1,1,1,1,1,1,1,1,1,0,10,1,90.91,9.09
OC(=O)C(F)(F)F.Cc1cccc2nc([nH]c12)-c1cccc(c1)-c1ccc(CNCc2ccc(cc2)S(C)(=O)=O)cc1,1,1,1,0,0,0,0,0,1,1,0,5,6,45.45,54.55
CCCCCCOc1ccc(cc1)C(=O)NCCCC1CCN(CCCCCNC(=O)C=Cc2ccc(Cl)c(Cl)c2)CC1,1,1,1,0,0,0,1,0,1,0,1,6,5,54.55,45.45
OC(=O)C(F)(F)F.Fc1ccc(CNCc2cccc(c2)-c2cccc(c2)S(=O)(=O)NCCN2CCCC2)cc1,1,1,1,0,0,0,0,0,1,1,0,5,6,45.45,54.55
COc1cc(F)c2nccc([C@@H](O)CN3CCC(NC(=O)OCc4ccccc4)C(F)C3)c2c1,1,1,1,0,0,0,1,1,1,1,0,7,4,63.64,36.36
OC(=O)C(F)(F)F.COc1ccc(CCCCN2C(N)=NC(C2=O)(c2ccccc2)c2ccccc2)cc1,1,1,1,0,0,0,0,0,1,1,0,5,6,45.45,54.55
OC(=O)C(F)(F)F.NCc1ccc(cc1)-c1ccccc1CNC1CCN(Cc2ccccc2)CC1,1,1,1,0,1,0,0,0,1,1,0,6,5,54.55,45.45
CN(C1CCN(CCCCCNC(=O)\C=C\c2ccc(Cl)c(Cl)c2)CC1)C(=O)Nc1ccc(F)cc1,1,1,1,0,0,0,1,0,1,0,1,6,5,54.55,45.45
CCOc1ccc2nc(C)cc(NN=Cc3cccnc3)c2c1,1,1,1,1,0,0,1,1,1,1,1,9,2,81.82,18.18
Cl.CC[C@H]1CN2CC[C@@H]1C[C@H]2[C@H](O)c1cc(nc2ccc(O)cc12)-c1ccccc1,1,1,1,1,0,1,0,1,1,1,0,8,3,72.73,27.27
Nc1ccc(cc1)-c1nc2cc(Cc3ccc4[nH]c(nc4c3)-c3ccc(N)cc3)ccc2[nH]1,1,1,1,1,0,0,1,1,1,0,1,8,3,72.73,27.27
N(\N=C\c1cccnc1)c1nccc2sc(cc12)-c1cccnc1,1,1,1,1,0,0,1,1,1,1,1,9,2,81.82,18.18
Oc1ccc(cc1-c1ccc(Cl)c(Cl)c1)C(=O)NCc1ccc(cc1)C(=O)NCCN1CCCCC1,1,1,1,1,0,1,1,1,1,1,0,9,2,81.82,18.18
CC(Sc1nnc(o1)-c1ccccc1F)C(=O)c1c(C)[nH]c2ccccc12,1,1,1,1,0,1,1,0,1,1,1,9,2,81.82,18.18
CCCc1c(cnn1-c1c(Cl)cc(Cl)cc1Cl)C(=O)NC1CCC(CN2CCC(CC2)c2c[nH]c3ccccc23)CC1,1,1,1,1,0,1,1,1,1,0,0,8,3,72.73,27.27
CC(C)(C)NCCN(Cc1ccc(cc1)-c1ccc(cc1)C(F)(F)F)C(=O)Cn1c(CCc2cccc(F)c2F)nc(=O)c2ccccc12,1,1,1,1,1,0,1,0,1,0,0,7,4,63.64,36.36
Brc1cc(Br)cc(CNC(CCNc2cc(=O)c3ccccc3[nH]2)CNCc2cc3ccccc3o2)c1,1,1,1,1,0,0,1,0,1,0,0,6,5,54.55,45.45
Cc1cc(NC(=O)CC(c2ccccc2)c2ccccc2)n(n1)-c1nc(C)cc(=O)[nH]1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
CC(CCc1ccc(C)cc1)NCC(O)c1cccc(Cl)c1,1,1,1,1,1,1,1,0,1,1,0,9,2,81.82,18.18
COc1ccc(C=C2SC(=O)NC2=Nc2ccccc2)c(OC)c1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
Cc1c(C)c2O[C@](C)(CCc2c(C)c1O)C(=O)N1CCC(CCN2CCC(CC2)c2c[nH]c3ccccc23)CC1,1,1,1,1,0,1,1,1,1,1,0,9,2,81.82,18.18
CC(=O)Nc1ncc(s1)C(=O)Nc1cccc(c1)-c1cccc(c1)-c1nc2cc(F)ccc2[nH]1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
