#SMILES,glaxo_unsuitable_leads,glaxo_unsuitable_natprod,glaxo_reactive,ursu_reactive,alarmnmr,lint_blake-v2,oprea_filters,MLSMR_excluded,MLSMR_allowed,toxic,pains,passes,fails,passrate,failrate
CN(C)C(=S)NN=C1C(=O)Nc2ccc(OC(F)(F)F)cc12,1,1,1,0,0,0,1,0,1,0,0,5,6,45.45,54.55
CCOCCCNc1sc(nc1S(=O)(=O)c1ccc(C)cc1)S(=O)(=O)c1ccccc1,1,1,1,1,0,1,1,0,1,1,1,9,2,81.82,18.18
CCOc1c(OC)ccc2CN(CCN3CCC(CNC(=O)c4ccc(cc4)-c4ccc(cc4)C#N)CC3)CCc12,1,1,1,1,1,1,1,1,1,1,0,10,1,90.91,9.09
N#Cc1ccc2[nH]c(nc2c1)-c1ccccc1,1,1,1,1,1,1,1,1,1,1,1,11,0,100,0
OC(=O)C(O)=O.CCOC(=O)C1CCN(CCOc2cc(NC(=O)\C=C\c3ccccc3Cl)ccc2Br)CC1,1,1,1,0,0,0,0,0,1,0,0,4,7,36.36,63.64
Fc1ccc(cc1)C1N(CC(=O)Nc2ccc(F)cc12)C(=O)CCC1CCCC1,1,1,1,1,1,1,1,1,1,1,1,11,0,100,0
OC(=O)C(O)=O.COc1ccc2C(CCCCCCCCC3NC(C)(C)Cc4cc(OC)ccc34)NC(C)(C)Cc2c1,0,1,1,0,1,0,0,0,1,0,1,5,6,45.45,54.55
O=C(NCCN1CCC(CC1)c1ccncc1)c1ccc(Nc2nccc(Nc3ccc(Oc4ccccc4)cc3)n2)cc1,1,1,1,1,0,1,1,1,1,1,0,9,2,81.82,18.18
OC(=O)C(F)(F)F.FC(F)(F)c1ccc(NC(=O)c2cccc(c2)S(=O)(=O)NCC2CCCN(CC3CCCCC3)C2)cc1,1,1,1,0,0,0,0,0,1,1,0,5,6,45.45,54.55
Cl.Cc1ccc(C)c2c3cc(ccc3[nH]c12)C1=NCCN1,1,1,1,1,1,1,0,1,1,1,1,10,1,90.91,9.09
OC(=O)C(F)(F)F.CC(C)C[C@H](Nc1cc(C)nc(Nc2ccccc2)n1)C(=O)NCCOc1ccccc1,1,1,1,0,0,0,0,0,1,1,0,5,6,45.45,54.55
FC(F)(F)c1cccc(c1)N1CCN(CC1)C1CCC(CC1)NC(=O)c1cc2ccccc2[nH]1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
O=C(Nc1ccc(cc1)-c1nc2ccccc2[nH]1)c1ccc(cc1)S(=O)(=O)N1CCCCC1,1,1,1,1,0,1,1,0,1,1,0,8,3,72.73,27.27
OC(=O)C(F)(F)F.Nc1c(cnn1-c1ccc(cc1)C(F)(F)F)-c1ccc(cc1)C(=O)NCCNCc1ccccc1,1,1,1,0,0,0,0,0,1,0,0,4,7,36.36,63.64
CCn1c(cc2nnc3ccccc3c12)-c1ccccc1,1,1,1,1,1,0,1,1,1,1,1,10,1,90.91,9.09
Cl.Fc1ccc2ncc(Cl)c(CCN3CCC(CC3)NCc3cc4OCCOc4cn3)c2c1,1,1,1,1,1,1,0,1,1,1,1,10,1,90.91,9.09
Clc1cc(Cl)cc(NC(=O)N2CCCN(CCCCCNC(=O)\C=C\c3ccc(Cl)c(Cl)c3)CC2)c1,1,1,1,0,0,0,1,0,1,0,0,5,6,45.45,54.55
COc1cc2nc(NCCn3ccnc3C)nc(NCCc3ccccc3)c2cc1OC,1,1,1,1,0,1,1,1,1,1,0,9,2,81.82,18.18
OC(=O)C(F)(F)F.Fc1ccc2[nH]c(nc2c1)-c1ccc(s1)-c1ccc(CNCC2CCCO2)cc1,1,1,1,0,0,0,0,0,1,1,0,5,6,45.45,54.55
CCCCCc1cc(O)c2C(=CC(C)(C)Oc2c1)C1=CCN(Cc2ccsc2)CC1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
Nc1nc(N)c2c(Sc3ccc(F)cc3)cccc2n1,1,1,1,1,0,0,1,1,1,1,1,9,2,81.82,18.18
OC(=O)C(F)(F)F.O=N(=O)c1cccc(CNCC2CCN(Cc3ccc(cc3)-c3ccccc3)CC2)c1,1,1,1,0,0,0,0,0,1,1,0,5,6,45.45,54.55
COc1cc(OC)nc(n1)-c1cccc(NC(=O)c2ccc3c(c2)ncn(CCN2CCCCC2)c3=O)c1,1,1,1,1,0,1,1,1,1,1,0,9,2,81.82,18.18
COc1cccc(NC(=O)c2ccc(NCCCN3CCC(C)CC3)c(c2)N(=O)=O)c1,1,1,1,1,0,0,1,1,1,0,1,8,3,72.73,27.27
Fc1cc2[nH]c(nc2cc1Cl)-c1ccc(cc1)C(=O)NC1CCN(Cc2ccccc2)CC1,1,1,1,1,1,1,1,1,1,1,1,11,0,100,0
OC(=O)C(F)(F)F.NC1CCN(CC1)c1nc(NCCc2ccc(O)cc2)nc(NCc2ccccc2-c2ccc(cc2)C(F)(F)F)n1,1,1,1,0,0,0,0,0,1,1,0,5,6,45.45,54.55
OC(=O)C(F)(F)F.COCC(=O)N(Cc1ccccc1-c1cccc(CNCc2ccc3OCOc3c2)c1)C1CCN(Cc2ccccc2)CC1,1,1,1,0,1,0,0,0,1,1,0,6,5,54.55,45.45
CCNc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN[C@@H](C)c1ccccc1)N1CCCC1=O,1,1,1,1,0,1,1,0,1,0,0,7,4,63.64,36.36
Clc1cccc(c1)C(=O)NC(Nc1ccc(cc1)N(=O)=O)C(Cl)(Cl)Cl,1,1,1,0,0,0,0,0,1,0,0,4,7,36.36,63.64
OC(=O)C(F)(F)F.COC(=O)c1cccc(CNCc2cccc(c2)-c2csc(c2)-c2nc3ccccc3[nH]2)c1,1,1,1,0,0,0,0,0,1,1,0,5,6,45.45,54.55
Clc1ccc(CNc2ccccc2CNc2cc(=O)c3ccccc3[nH]2)cc1Cl,1,1,1,1,0,1,1,1,1,0,1,9,2,81.82,18.18
Clc1cccc(c1)-c1nn(-c2ccc(cc2C#N)N(=O)=O)c(=S)n1Cc1ccco1,1,1,1,1,0,0,1,1,1,0,1,8,3,72.73,27.27
Clc1cc(NC(=O)c2ccc(Br)o2)ccc1N1CCCCC1,1,1,1,1,0,0,1,1,1,1,1,9,2,81.82,18.18
OC(=O)C(F)(F)F.Cc1ccc(NC(=O)c2ccc(cc2)C(=O)NC2CCN(CC3CCCCC3)CC2)cc1,1,1,1,0,1,0,0,0,1,1,0,6,5,54.55,45.45
CN1CCC(CC1)C(=O)Nc1ccc(cc1)-c1cccc(c1)-c1nc2cccc(C)c2[nH]1,1,1,1,1,1,1,1,1,1,0,1,10,1,90.91,9.09
CCc1c(C)nc([nH]c1=O)-n1nc(C)cc1NC(=O)CC(c1ccccc1)c1ccccc1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
Cc1c(Br)c(sc1CNCCCNc1nc2ccccc2[nH]1)C(F)=C,1,1,1,1,0,0,1,0,1,0,1,7,4,63.64,36.36
CCc1ccc(cc1)S(=O)(=O)Nc1ccc(CCN(C)C2CCN(C)CC2)cc1,1,1,1,1,0,1,1,0,1,1,0,8,3,72.73,27.27
COc1ccccc1C1CCN(CC1)C1CCC(CC1)NC(=O)\C=C\c1ccc(cc1)C(F)(F)F,1,1,1,0,0,0,1,0,1,0,1,6,5,54.55,45.45
COc1ccc2nccc([C@@H](O)CN3CCC(CC3)NC(=O)C(N3CCN(CC3)C(c3ccccc3)c3ccccc3)c3cc4ccccc4o3)c2c1,1,1,1,1,0,1,1,1,1,1,0,9,2,81.82,18.18
CCCCCC(C)C(C)c1cc(O)c2C(CC(C)(C)Oc2c1)=Cc1ccncc1,1,1,1,1,1,1,1,0,1,1,1,10,1,90.91,9.09
OC(=O)C(F)(F)F.CSc1ccc(CN2CCC(CC2)NC(=O)c2ccc(s2)-c2ccc(cc2)N(C)C)cc1,1,1,1,0,0,0,0,0,1,0,0,4,7,36.36,63.64
Cl.Nc1c2CCCCc2nc2ccc(NC(=O)Cc3ccccc3)cc12,1,1,1,1,0,0,0,1,1,1,1,8,3,72.73,27.27
COc1cc(ccc1Cl)C1=NN(CCCC1)S(=O)(=O)c1c(Cl)cc(Cl)cc1Cl,1,1,1,1,0,0,1,0,1,0,0,6,5,54.55,45.45
COc1ccc(N2CCc3c2nc(C)cc3-c2cccc3cnccc23)c(C)c1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
COc1ccc2c(NN=Cc3ccccc3)cc(C)nc2c1,1,1,1,1,0,0,1,1,1,1,1,9,2,81.82,18.18
COCCOC(=O)C(=O)c1c(c(-c2ccc(OC)c(OC)c2)c2c3cc(OC)c(OC)cc3ccn12)-c1ccccc1,1,1,1,0,0,0,1,0,1,0,0,5,6,45.45,54.55
Cl.NCC(=O)c1cc2OCCOc2cc1N,1,1,1,1,0,0,0,0,1,0,1,6,5,54.55,45.45
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(cc1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,1,1,1,1,0,0,1,0,1,0,0,6,5,54.55,45.45
OC=O.CCCc1cn2CCS(=O)(=O)N(C)c3cc(cc1c23)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC1CCCCC1,1,1,1,0,0,0,0,0,1,1,0,5,6,45.45,54.55
Cl.COc1cc(C)nc2ccc(NC(=O)c3cc(cc(c3)C(F)(F)F)C(F)(F)F)cc12,1,1,1,1,0,0,0,1,1,1,0,7,4,63.64,36.36
OC(=O)C(F)(F)F.CC(C)NCc1cccc(c1)-c1cccc(c1)-c1nc2cc(F)ccc2[nH]1,1,1,1,0,1,0,0,0,1,1,0,6,5,54.55,45.45
Cl.COc1ccc2ncc(F)c(CCN3CC(O)C(CNCc4ccc5oc(=O)ccc5c4)C3)c2n1,1,1,1,1,0,1,0,1,1,0,1,8,3,72.73,27.27
Oc1ccc(cc1-c1ccc(Cl)c(Cl)c1)C(=O)Nc1ccc(CC(=O)NCCc2ccc(Cl)c(Cl)c2)cc1,1,1,1,1,0,0,1,1,1,1,0,8,3,72.73,27.27
CO\C(=C/C=C/c1cc2cc(Cl)c(Cl)cc2[nH]1)C(=O)NCCCCN1CCN(CC1)c1ccccc1OC,1,1,1,0,0,0,0,0,1,0,1,5,6,45.45,54.55
CC(Oc1cccc(Cl)c1)C(=O)N1CCc2ccccc12,1,1,1,1,0,1,1,1,1,1,0,9,2,81.82,18.18
CC(=NNC(=S)NCc1ccco1)c1ccccn1,1,1,1,0,0,0,1,0,1,0,0,5,6,45.45,54.55
COc1ccc2ccccc2c1C=NNc1cc(C)nc2c(C)cccc12,1,1,1,1,0,0,1,1,1,1,1,9,2,81.82,18.18
OC(=O)C(F)(F)F.COc1ccccc1-c1cccc(CNC2CCN(CC3Cn4c5c3c(F)ccc5ccc4=O)CC2)c1,1,1,1,0,0,0,0,0,1,1,0,5,6,45.45,54.55
Cc1ccc(cc1)S(=O)Cc1ccc(Cl)cc1,1,1,1,0,0,0,1,1,1,1,1,8,3,72.73,27.27
Cl.CCNC1=NC2=C(CC(CC2)C(C)(C)C)C2(CCC(CC2)C(C)(C)C)S1,1,1,1,1,0,1,0,1,1,1,1,9,2,81.82,18.18
O=C(Nc1cccc(c1)C#N)Nc1cccc(c1)-c1cccc(c1)-c1nc2ccccc2[nH]1,1,1,1,1,1,1,1,1,1,1,1,11,0,100,0
Cn1ccnc1CNC(=O)c1ccc(cc1)-c1cccc(c1)-c1nc2cc(ccc2[nH]1)C(F)(F)F,1,1,1,1,1,1,1,1,1,1,1,11,0,100,0
COc1c2CCCCc2ccc1C1CCN(CCCCNC(=O)c2cccc(c2)-c2ccc(cc2)C(F)(F)F)CC1,1,1,1,1,1,1,1,0,1,1,1,10,1,90.91,9.09
CC(=O)Nc1ccc(cn1)C(=O)Nc1ccc(cc1)-c1csc(c1)-c1nc2ccccc2[nH]1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
OC(=O)C(F)(F)F.Clc1c(cnn(Cc2ccc(NC(=O)Nc3ccc(OCc4ccccc4)cc3)cc2)c1=O)N1CCCNCC1,1,1,1,0,0,0,0,0,1,1,0,5,6,45.45,54.55
Fc1cccc(Nc2nc(NCCc3ccc(Cl)cc3)nc(Nc3cccc(F)c3)n2)c1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
Cc1noc2nc(cc(C(=O)Nc3cc(C)ccn3)c12)-c1cccc(c1)N(=O)=O,1,1,1,1,0,0,1,1,1,1,1,9,2,81.82,18.18
Cl.Clc1ccc(cc1)C(=O)Nc1ccc(cc1)C(=O)NCCCCN1CCC(CC1)c1ccc2CCCCc2c1OC(=O)c1ccc(NC(=O)c2ccc(Cl)cc2)cc1,1,1,1,1,1,1,0,0,1,1,1,9,2,81.82,18.18
Cc1cc(Cl)c(cc1OCC(=O)NC1CCCCC1)S(=O)(=O)NC(C)(C)C,1,1,1,1,0,1,1,0,1,1,0,8,3,72.73,27.27
Cl.Cc1cnc(o1)-c1ccc(NC(=O)N2CCc3cc4nccc(N5CCN6CCC[C@H]6C5)c4cc23)c2ccccc12,1,1,1,1,0,1,0,1,1,1,1,9,2,81.82,18.18
Cl.COc1ccc2ncc(Cl)c(CCN3CCC(CC3)NCc3ccc4OCC(=O)Nc4n3)c2c1,1,1,1,1,0,1,0,1,1,1,1,9,2,81.82,18.18
CCOC(=O)c1c(C)n(-c2ccccc2)c2ccc(O)cc12,1,1,1,1,0,1,1,0,1,1,1,9,2,81.82,18.18
Clc1ccc(cc1Cl)C1CC1C(=O)NCCCCCN1CCC(CC1)NC(=O)Nc1cccc(c1)C#N,1,1,1,1,1,1,1,0,1,1,1,10,1,90.91,9.09
OC(=O)C(F)(F)F.CN(C)CCN(C)Cc1ccc(cc1)-c1cccc(NC(=O)c2cccc(c2)C#N)c1,1,1,1,0,1,0,0,0,1,0,0,5,6,45.45,54.55
Fc1cccc(CN2CCC(CC2)C(=O)Nc2ccc(cc2)-c2nc3ccccc3[nH]2)c1F,1,1,1,1,1,1,1,1,1,1,1,11,0,100,0
OC(=O)C(O)=O.CCCN(CCCN(CCCN(CCC)C(C)C)c1cc(C)nc(Nc2ccc(Cl)cc2)n1)C(C)C,1,1,1,0,0,0,0,0,1,0,1,5,6,45.45,54.55
OC(=O)C(F)(F)F.CN1CCN(CCCN(Cc2cccc(c2)-c2cccc(CNCc3ccc4OCOc4c3)c2)C(=O)CCC2CCCC2)CC1,1,1,1,0,1,0,0,0,1,1,0,6,5,54.55,45.45
OC(=O)C(F)(F)F.COc1cccc(CNC(=O)[C@H]2CNCCN2C(=O)CCCc2ccccc2)c1,1,1,1,0,0,0,0,0,1,1,0,5,6,45.45,54.55
Cl.COc1cc2nc(NCc3nc4ccccc4[nH]3)nc(N)c2cc1OC,1,1,1,1,0,0,0,1,1,1,1,8,3,72.73,27.27
CC(C)(C)C(=O)Nc1ccc(cc1)C(=O)Nc1cccc(c1)-c1nc2ccccc2[nH]1,1,1,1,1,1,1,1,1,1,1,1,11,0,100,0
COCCn1ccc2c1ccc1nc(N)nc(N)c21,1,1,1,1,0,0,1,1,1,1,0,8,3,72.73,27.27
OC=O.Cn1ccc(n1)C(=O)Nc1ccc2CCCN(Cc3ccc(o3)N3CCCC3)Cc2c1,1,1,1,0,1,0,0,1,1,1,0,7,4,63.64,36.36
CCC[C@@H]([C@@H](CC1CCC(C)CC1)C(=O)N[C@@H](CO)C(=O)Nc1nccs1)N(O)C=O,1,1,1,0,0,0,1,0,1,0,0,5,6,45.45,54.55
Cc1cc2nc([nH]c2cc1C)-c1ccc(OCC(=O)NCc2ccc(cc2)C(C)(C)C)cc1,1,1,1,1,0,1,1,1,1,1,0,9,2,81.82,18.18
CCOC(=O)[C@H](Cc1cc(c(Oc2ccc(OC)c(Cc3ccc(OC)c(c3)C(C)C)c2)c(c1)N(=O)=O)N(=O)=O)NC(=O)C(F)(F)F,1,1,1,0,0,0,1,0,1,0,0,5,6,45.45,54.55
Fc1ccc(F)c(c1)C(=O)Nc1cccc(c1)-c1nn2ccccc2c1-c1ccnc(Nc2ccccc2)n1,1,1,1,1,0,1,1,1,1,0,1,9,2,81.82,18.18
Br.NC1=NC(=N)N(OCCOc2ccc(Cc3ccccc3)cc2)C2(CCCCC2)N1,1,1,1,1,0,0,0,0,1,1,0,6,5,54.55,45.45
OC(=O)C(F)(F)F.COc1ccc(NC(=O)[C@H](CC(C)C)Nc2cc(C)nc(NCCOc3ccccc3)n2)cc1,1,1,1,0,0,0,0,0,1,1,0,5,6,45.45,54.55
Fc1ccc(NC(=O)Nc2cccc(c2)-c2ccc(cc2)-c2nc3ccccc3[nH]2)c(F)c1F,1,1,1,1,1,1,1,1,1,1,0,10,1,90.91,9.09
Cc1ccc(cc1)N1C(=O)C2C(C1=O)C1(C(=O)C2(C(=C1c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1,1,1,1,1,0,1,1,0,1,1,1,9,2,81.82,18.18
COc1ccc(CN(C)CC(O)COc2ccc(NC(=O)c3cccc4c3[nH]c3c(OC)cccc3c4=O)cc2)cc1OC,1,1,1,1,0,0,1,0,1,1,0,7,4,63.64,36.36
CC(=O)N1N=C(Sc2c1nc(-c1ccccc1)n2C(C)=O)c1ccc(Cl)cc1,1,1,1,1,0,1,1,1,1,1,0,9,2,81.82,18.18
NC(=N)NC(=O)Nc1cc(F)c(Cl)c(Br)c1,1,1,1,1,0,0,1,0,1,1,0,7,4,63.64,36.36
OC(=O)C(F)(F)F.CCc1ccc(NC(=O)N(CCCn2ccnc2)Cc2csc(n2)-c2ccc(CNCc3ccccc3)cc2)cc1,1,1,1,0,0,0,0,0,1,1,0,5,6,45.45,54.55
Cc1nc(C)c(c(O)c1Cl)-c1ccc(Oc2cccc(Cl)c2)cc1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
Cc1ccc(CCOCCCCCNCC(O)c2cc(Cl)c(N)c(Cl)c2)cc1,1,1,1,1,0,0,1,0,1,0,0,6,5,54.55,45.45
OC(=O)C(F)(F)F.O=C(NCCc1ccccc1)N(Cc1cccc(c1)-c1ccc(CNC2CCCC2)cc1)C1CCN(Cc2ccccc2)CC1,1,1,1,0,1,0,0,0,1,1,0,6,5,54.55,45.45
Oc1c(C=Nn2cnnc2)sc2ccccc12,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
COc1ccc(CNc2cc(C)nc3sc4CC5(CCc4c23)OCCO5)cc1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
O=c1cc([nH]c2ccccc12)-c1ccc2ccccc2c1,1,1,1,1,1,1,1,1,1,1,1,11,0,100,0
OC=O.CCNc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCCc1cccc(c1)C(F)(F)F)N1CCCC1=O,1,1,1,0,0,0,0,0,1,0,0,4,7,36.36,63.64
OC(=O)C(F)(F)F.CC(C)CNCc1cccc(c1)-c1cccc(CN(C2CCN(Cc3ccccc3)CC2)C(=O)NC2CCCCC2)c1,1,1,1,0,1,0,0,0,1,1,0,6,5,54.55,45.45
FC(F)(F)c1cccc(CNC(=O)C(N2CCN(CC2)C(c2ccccc2)c2ccccc2)c2cc3ccccc3o2)c1,1,1,1,1,1,1,1,1,1,1,0,10,1,90.91,9.09
CN(C)C(=S)NN=Cc1cccc(O)c1O,1,1,1,0,0,0,1,0,1,0,0,5,6,45.45,54.55
CN(\N=C\C=C\c1ccc(Cl)cc1)c1nc(NCCc2ccc(O)cc2)nc(n1)N1CCNCC1,1,1,1,0,0,0,1,1,1,1,1,8,3,72.73,27.27
FC(F)(F)c1ccc2[nH]c(nc2c1)-c1cccc(c1)-c1ccc(NC(=O)Nc2ccc(Cl)c(Cl)c2)cc1,1,1,1,1,1,0,1,1,1,0,1,9,2,81.82,18.18
OC(=O)C(F)(F)F.CN(C)CCNCc1ccc(cc1)-c1cccc(c1)-c1nc2ccccc2[nH]1,1,1,1,0,1,0,0,0,1,0,0,5,6,45.45,54.55
Nc1c(Cl)cc(cc1Cl)C(O)CNCCCCCOCCc1ccc2occc2c1,1,1,1,1,0,0,1,0,1,0,0,6,5,54.55,45.45
Cc1ccc(cc1)S(O)(=O)=O.CCCCCCNC(=O)C(N)CCCC(N)C(=O)NCCCCCC,1,1,1,0,0,0,0,0,1,1,0,5,6,45.45,54.55
OC=O.CC(C)CCCC(C)(C)NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc(NC(C)C)cc(N2CCCCS2(=O)=O)c1F,1,1,1,0,0,0,0,0,1,0,0,4,7,36.36,63.64
OC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)CCCc1ccc(O)cc1,1,1,1,1,0,1,1,0,1,1,0,8,3,72.73,27.27
OC(=O)C(O)=O.CCCCCCCN1CC[C@@H](CCCc2ccnc3ccc(OCCCCNC(N)=NO)cc23)[C@@H](CC)C1,1,1,1,0,0,0,0,0,1,0,0,4,7,36.36,63.64
Fc1cc(F)c(\C=C\C(=O)N2CCC(CN3CCC(CC3)c3c[nH]c4ccccc34)CC2)cc1F,1,1,1,0,0,0,1,0,1,0,0,5,6,45.45,54.55
Cc1ccccc1C1CCN(CC1)C1CCC(CC1)NC(=O)C1=Cc2ccccc2OC1,1,1,1,1,0,1,1,0,1,1,1,9,2,81.82,18.18
COc1cc(ccc1-c1nc2cc(Cl)c(Cl)cc2[nH]1)C(=O)NC1CCN(Cc2ccccc2)CC1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
Cl.Cc1c(NCCCNCc2cc(Cl)cc(Cl)c2Cl)[nH]c2ccccc2c1=O,1,1,1,1,1,0,0,0,1,0,0,6,5,54.55,45.45
COc1ccc(C2CCN(CCN3CCC(CC3)NC(=O)c3cccc(c3)-c3ccncc3)CC2)c(OC)c1,1,1,1,1,0,1,1,1,1,1,0,9,2,81.82,18.18
C[C@@H](Oc1cc(sc1C(N)=O)-n1cnc2ccc(NC(=O)CCN3CCCCC3)cc12)c1ccccc1Cl,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
OC(=O)C(O)=O.COc1ccc2nccc([C@@H](O)CN3CCC(CC3)NCCOc3cccc(c3)C(F)(F)F)c2c1,1,1,1,0,0,0,0,0,1,0,0,4,7,36.36,63.64
OC(=O)C(F)(F)F.COc1ccc(cc1)N(C1CCNCC1)c1nc(cs1)-c1cc(Cl)ccc1Cl,1,1,1,0,0,0,0,0,1,0,0,4,7,36.36,63.64
CCN1CCN(C(=O)NC(C(=O)N(C)Cc2ccc(cc2)-c2ccc(cc2)C(F)(F)F)c2cccs2)C(=O)C1=O,1,1,1,1,0,1,1,0,1,0,0,7,4,63.64,36.36
CCOC(=O)c1c(NC(=O)c2ccccc2)sc2c(O)c(CNC3CCCCC3)ccc12,1,1,1,1,0,1,1,0,1,1,1,9,2,81.82,18.18
Cc1[nH]c2ccccc2c1C1=CCN(CCN2CCOc3c(Br)cccc3C2=O)CC1,1,1,1,1,0,0,1,1,1,1,0,8,3,72.73,27.27
Clc1ccc(Nc2nc(cs2)-c2ccccn2)nc1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
O=C(c1ccco1)c1cn(CCOc2ccccc2)c2ccccc12,1,1,1,1,0,1,1,0,1,1,0,8,3,72.73,27.27
OC(=O)C(F)(F)F.Cc1ccccc1CN1CCCN(Cc2ccc(cc2)C(=O)Nc2ccc(cc2)C(C)(C)C)CC1,1,1,1,0,1,0,0,0,1,1,0,6,5,54.55,45.45
Cc1[nH]c2ccccc2c1C=NNc1nc(Nc2ccccc2)nc(Nc2ccccc2)n1,1,1,1,1,0,0,1,1,1,1,1,9,2,81.82,18.18
CC(C)(C)CC(C)(C)c1ccc(O)c(c1)C(=O)Nc1cccc(c1)N(=O)=O,1,1,1,1,0,0,1,1,1,1,1,9,2,81.82,18.18
OC1(C(=O)NC2CCC(CN3CCC(CC3)c3c[nH]c4ccccc34)CC2)c2ccccc2-c2ccccc12,1,1,1,1,1,1,1,0,1,1,0,9,2,81.82,18.18
CC(C)CC(=O)Nc1cc(=O)[nH]c2nc(nn12)-c1ccccc1,1,1,1,1,1,1,1,1,1,1,1,11,0,100,0
CC[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1cc(Cl)nc2ccc(OC)cc12,1,1,1,0,0,0,1,0,1,0,0,5,6,45.45,54.55
OC(=O)C(F)(F)F.Cc1cccc2nc([nH]c12)-c1ccc(s1)-c1ccc(CN2CCC(CC2)C(N)=O)cc1,1,1,1,0,0,0,0,0,1,1,0,5,6,45.45,54.55
CCCCCCOc1ccc(cc1)C(=O)N[C@H]1CCN(CCCCCNC(=O)\C=C\c2ccc(Cl)c(Cl)c2)C1,1,1,1,0,0,0,1,0,1,0,1,6,5,54.55,45.45
COc1ccc(Cl)cc1N1CCN(CCCNC(=O)c2ccc(-c3nc4cc(Cl)c(C)cc4[nH]3)c(F)c2)CC1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
O[C@H]([C@@H](O)C(O)=O)C(O)=O.CCN(CC)CCN(Cc1ccc(cc1)-c1ccc(cc1)C(F)(F)F)C(=O)Cn1c(CCc2cccc(F)c2F)c(C)c(=O)c2ccccc12,1,1,1,1,1,0,0,0,1,0,0,6,5,54.55,45.45
CC(=O)N(Cc1nc(cs1)-c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1c(C)cccc1C,1,1,1,1,0,0,1,1,1,1,0,8,3,72.73,27.27
Fc1ccccc1C(=O)NCCCNc1ccnc2cc(Cl)ccc12,1,1,1,1,1,1,1,1,1,1,1,11,0,100,0
CO\C(=C/C=C/c1cc2cc(Cl)c(Cl)cc2[nH]1)C(=O)NCCCN1CCCC[C@H]1C,1,1,1,0,0,0,0,0,1,0,1,5,6,45.45,54.55
Nc1nc(F)nc2[nH]cnc12,1,1,1,1,1,0,0,0,1,1,1,8,3,72.73,27.27
Cc1cc(OCCCN2CCC(C2)NS(=O)(=O)c2ccc(Cl)c(Cl)c2)c2ccccc2n1,1,1,1,1,0,1,1,0,1,1,0,8,3,72.73,27.27
Cl.COc1ccc2nccc(N3CCCN(CCNS(=O)(=O)c4ccc5SCC(=O)Nc5c4)CC3)c2n1,1,1,1,1,0,1,0,0,1,1,0,7,4,63.64,36.36
C(Oc1ccccc1COc1ccccc1-c1ccc2cccnc2n1)c1ccccc1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
COc1ccc2cc(ccc2c1)C(C)NC1CCN(CC1)c1cccc(NC(=O)c2ccncc2)c1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
NC(=N)Nc1nc(CCCCCCCCc2csc(NC(N)=N)n2)cs1,0,1,1,1,0,0,1,0,1,1,0,6,5,54.55,45.45
Cl.CC(C)COc1ccc(Cl)cc1Cn1nc(cc1C)-c1nc2ccc(cc2[nH]1)N1CCN(C)CC1,1,1,1,1,0,1,0,1,1,1,1,9,2,81.82,18.18
OC1(CC(=NN1c1nncc(n1)-c1ccccc1)c1ccccc1)C(F)(F)F,1,1,1,1,0,1,1,1,1,1,0,9,2,81.82,18.18
CCC[C@@H]([C@@H](CC1CCCCC1)C(=O)N[C@@H]([C@H](C)CC)C(=O)Nc1ccccn1)N(O)C=O,1,1,1,0,0,0,1,0,1,0,0,5,6,45.45,54.55
O[C@H]([C@@H](O)C(O)=O)C(O)=O.Fc1cccc(CCc2nc(=O)c3cccnc3n2CC(=O)N(Cc2ccc(cc2)-c2ccc(cc2)C(F)(F)F)C2CCN(CC2)C2CCSCC2)c1F,1,1,1,1,0,0,0,1,1,1,0,7,4,63.64,36.36
